pathloss,doppler shift,label
-16.80058918,2.249094319,NA
-3.101872186,3.157083601,NA
-0.265159029,2.609059671,NA
-2.516376883,2.784086979,NA
-1.982849272,2.527773572,NA
-1.336649463,1.919258956,NA
-1.724726163,2.288920541,NA
0.357780831,1.029876131,NA
-1.764519059,1.988704946,NA
-2.348997813,2.04758503,NA
1.16488611,1.83016292,NA
11.48919209,6.499986395,NA
-2.582303188,2.157469139,NA
3.422350786,2.471891006,NA
-2.949293887,2.148958297,NA
-2.220706647,2.13300433,NA
2.156393219,2.007497257,NA
-3.012367508,2.782551011,NA
-1.807785227,2.526533384,NA
-1.684303852,2.818374009,NA
-2.046056453,2.416892378,NA
1.716290249,7.197840221,NA
-14.03087856,1.75554556,NA
-15.54849811,1.346581493,NA
2.319591286,8.636345513,NA
-2.06616385,1.794078521,NA
-16.76828354,1.687315331,NA
-2.910133099,3.788515975,NA
-5.214509937,2.392976509,NA
2.873889006,2.15210853,NA
-13.42969064,4.279060371,NA
-8.396519769,3.621225692,NA
3.771038517,1.991990143,NA
-13.44114359,3.983992115,NA
7.362056,9.034682276,NA
-2.484699564,2.573359918,NA
-5.088343886,3.967323512,NA
-4.968841901,3.453297897,NA
-1.058711556,2.10781362,NA
17.08491927,6.483557783,NA
-8.593717037,5.629209934,NA
-0.446405143,4.853605923,NA
-2.794789027,3.107085583,NA
-2.82846962,5.451439047,NA
-11.10232977,4.721763051,NA
-1.625731451,2.643265926,NA
-15.99705409,2.138197272,NA
-2.332651014,2.29588902,NA
2.540001062,2.810329687,NA
-1.310322926,2.65088258,NA
-5.255672949,4.740887407,NA
-6.046640339,4.089359442,NA
7.071145327,1.436466184,NA
-2.593868235,3.404694623,NA
1.199317054,1.755114451,NA
3.555146256,1.925061473,NA
-2.932273013,2.146323649,NA
-2.610950756,2.15535162,NA
14.88443412,5.585173375,NA
4.095128966,1.682578177,NA
2.18935028,2.512459821,NA
4.78869177,1.916386963,NA
-13.50397481,1.718889454,NA
0.75597929,1.508175699,NA
-14.15442871,1.493812761,NA
1.826888622,1.95792592,NA
10.67419393,1.541755543,NA
3.89672405,1.512442687,NA
1.011676466,1.610861908,NA
-18.13779695,2.086198852,NA
-15.46090123,1.443660586,NA
0.511980151,3.001920141,NA
1.815975655,2.91395221,NA
2.426854202,3.250907634,NA
10.16862779,1.620804031,NA
2.524193921,2.191580232,NA
-13.68404125,1.350068643,NA
1.383899761,1.246761658,NA
-10.90212782,3.560660814,NA
-0.389436726,7.310612319,NA
-13.33049753,1.69612547,NA
7.012107314,0.844646622,NA
9.99697555,2.186786647,NA
-10.89046533,3.494430187,NA
-13.2996101,1.407862367,NA
-8.296295229,3.812985543,NA
-8.083873871,2.661774964,NA
7.985539814,0.048285809,NA
-5.639760892,0.712192891,NA
14.48234971,0.418977088,NA
-9.105203066,2.717152021,NA
-3.606015957,6.179270707,NA
14.2259673,5.45939536,NA
-11.1151196,1.834466903,NA
-11.11494214,4.235715648,NA
8.754280646,2.812586263,NA
-9.280121183,1.715517253,NA
8.259728651,0.443101323,NA
-6.917043931,0.434082573,NA
5.511032946,1.618579093,NA
13.80874903,2.395087728,NA
8.350953795,3.94251922,LL
-0.124865716,3.612215296,LL
11.58504252,2.198469141,LL
-2.912880046,1.871688891,LL
18.44545377,1.069207912,LL
-11.2874505,2.446341416,LL
7.22670837,3.151671085,LL
-4.934364248,1.493112303,LL
12.96363324,2.33081503,LL
15.81935725,3.963155193,LL
11.1574085,3.562078087,LL
-5.510943461,4.295721454,LL
-3.116783007,3.901848312,LL
8.308653512,4.374384564,LL
3.632959684,4.119728505,LL
11.30619575,5.090070654,LL
18.06232361,3.203534218,LL
-0.102580738,2.750480057,LL
10.51789923,2.207141869,LL
5.470934924,3.03723802,LL
7.08304663,2.940283961,LL
9.94740413,7.141263002,LL
-5.764272924,5.498020653,LL
7.799011845,10.31758024,LL
9.899287391,4.348052167,LL
-5.926351734,4.138914833,LL
12.18719549,3.932421488,LL
-6.252315039,4.312462551,LL
15.11680723,4.466862389,LL
9.005502919,4.56461764,LL
1.906709685,3.54706863,LL
7.88997951,1.43660296,LL
7.37520228,2.597075606,LL
13.60595863,2.913398671,LL
-3.599305461,5.530449999,LL
9.497830424,6.976161029,LL
5.813830128,2.764783394,LL
-15.54262259,2.911318761,LL
4.685415464,2.034186496,LL
4.948531432,3.325554574,LL
6.69493489,3.901789723,LL
6.668148337,3.460601333,LL
8.730270337,4.262028556,LL
5.806728848,3.357243507,LL
6.612957902,4.832147249,LL
-5.771620471,4.380509503,LL
22.67695891,2.15649426,LL
7.337644071,5.647965143,LL
10.01081324,3.987732484,LL
-8.698019982,3.149277732,LL
0.678139076,3.216186733,LL
19.04842899,2.562260337,LL
2.605249399,5.280792638,LL
4.086195438,4.787702361,LL
23.12954532,2.095615555,LL
9.202518175,3.36629812,LL
-8.830061611,2.640769569,LL
8.34730389,4.949689933,LL
8.68158149,2.719207889,LL
6.457971451,2.818872551,LL
10.234874,2.571564963,LL
11.45451365,5.051733449,LL
3.385781915,1.781147511,LL
-1.047986944,4.994468885,LL
5.621516028,2.734810321,LL
8.059642808,2.844507424,LL
3.901378356,2.353926082,LL
8.469951107,2.807620545,LL
0.78522775,3.321629559,LL
17.2410881,5.908752547,LL
13.12778809,4.876803866,LL
-3.557068203,4.289169122,LL
11.69527765,4.339656109,LL
9.006683118,3.682477611,LL
13.26016252,2.468569208,LL
9.349247773,3.24255088,LL
7.812432537,3.030721823,LL
2.059189937,3.604385156,LL
-9.40723316,3.841449963,LL
-1.075311984,5.731002638,LL
11.84907558,3.280136183,LL
12.26291916,4.128857956,LL
-10.64922365,3.086780738,LL
-5.924601254,2.874691177,LL
9.391913343,4.728285012,LL
3.873350964,4.200219006,LL
3.390278217,4.055773754,LL
7.730016934,4.329317648,LL
-1.295245526,2.10149728,LL
12.52344785,2.585104487,LL
12.8148688,2.24973728,LL
8.664086646,4.853243031,LL
-8.471874125,5.237070728,LL
-13.82653937,1.766008875,LL
3.186852823,3.092516917,LL
6.800954614,3.080489369,LL
9.075492616,3.13794996,LL
-11.73388705,1.830427631,LL
8.72530892,1.785531758,LL
0.971017541,5.334524941,LL
-6.969325789,4.479300407,LL
-15.08438661,6.489227827,LL
-0.293458907,9.049773876,LL
-13.55610334,6.131546281,LL
6.521960621,6.804191293,LL
4.875942239,6.849202187,LL
9.353703931,6.243713782,LL
6.081975925,6.283616738,LL
12.72653518,5.982457853,LL
7.575647915,3.423975844,LL
11.5884407,0.526846052,LL
2.00322663,3.810349321,NA
-0.185223951,-0.70716704,NA
8.741406437,1.844370356,NA
2.141908329,2.867732772,NA
-11.18296273,2.433188643,NA
5.026684751,2.744979404,NA
2.011950489,2.248462907,NA
-13.67126111,2.444471613,NA
1.926523067,3.490892825,NA
8.298312318,3.31439912,NA
2.851969618,3.04589836,NA
-12.61472738,2.420330886,NA
-14.85294735,1.772845081,NA
-13.20782139,2.055807997,NA
4.667250333,3.479437275,NA
4.981511371,2.933817838,NA
7.235475604,3.312888875,NA
3.445911592,2.938281764,NA
7.546880585,2.744055196,NA
6.563123995,2.233953544,NA
-10.86413433,2.20774623,NA
8.665269051,1.529365527,NA
5.549352504,3.496526996,NA
11.12227451,3.881993389,NA
6.305696897,2.332134904,NA
10.18170082,2.657199574,NA
3.914570807,2.01311293,NA
10.15498611,6.017614319,NA
6.105281678,1.228217262,NA
7.981970107,1.931587235,NA
6.673679348,1.683267881,NA
2.972458504,3.082467644,NA
8.903035429,2.014491322,NA
9.550820273,1.900499219,NA
8.743935361,1.353923619,NA
-7.480688466,1.001006772,NA
4.50261476,1.796679778,NA
8.493152054,1.825849154,NA
4.781396064,1.890476082,NA
7.070512372,1.404602729,NA
-9.957471468,1.980606724,NA
4.111720707,1.936214805,NA
1.974775177,1.069274027,NA
8.86018171,1.91746826,NA
7.0690899,0.98888904,NA
8.129458423,1.786448486,NA
10.56071785,0.810713865,NA
8.56025861,0.806986882,NA
-0.008357024,2.715614389,NA
7.624029686,1.013060597,NA
10.866715,1.578966743,NA
0.942448062,2.418928197,NA
7.565432919,2.613642252,NA
3.909038391,3.393136763,NA
9.874504969,3.222353997,NA
2.019666431,3.211207671,NA
5.175763835,2.83076122,NA
4.606060706,2.147775847,NA
-13.06571562,1.708810745,NA
1.912124575,8.118935245,NA
1.300899464,3.060872246,NA
6.79428113,3.782843836,NA
-5.028766882,4.315013688,NA
4.855434781,2.492805248,NA
2.729720877,2.971832557,NA
3.172374834,2.729715287,NA
-13.19351965,1.933393838,NA
-5.940500345,5.955780743,NA
-4.215057695,4.314527323,NA
-10.60559989,2.730654674,NA
-10.80260634,2.690934686,NA
-12.85580945,2.40241173,NA
5.433125533,5.305294235,NA
7.923873581,2.669619099,NA
7.727734149,1.682145269,NA
-13.08928725,0.722899615,NA
-3.401390303,5.967510197,NA
-10.5711671,-0.057840159,NA
11.12836285,1.613704213,NA
10.97044998,1.424929709,NA
-10.02454477,0.613848183,NA
8.051523639,-0.005015982,NA
-11.67954715,0.674236195,NA
0.705923237,3.889504616,NA
-0.8961369,2.594996159,NA
18.41248763,2.872107553,NA
-2.584228028,3.646820676,NA
-3.788625766,-1.548995439,NA
-12.6024543,-2.38480836,NA
-7.554671895,0.835928903,NA
22.91183104,-2.599587143,RL
9.28976466,1.096715892,RL
8.142418632,4.911979894,RL
-4.445252907,1.885284204,RL
-10.41299836,2.387584964,RL
12.90076409,2.95630261,RL
8.984581191,2.549377397,RL
9.117932047,0.699528269,RL
-0.453527701,3.326396497,RL
2.1465691,3.725631,RL
6.038970211,1.938435617,RL
22.49867206,2.779338112,RL
-15.39780814,-1.142605813,RL
7.196392175,-0.913804839,RL
4.371047189,2.841860614,RL
-7.913399556,3.320674635,RL
-9.072437872,1.045830088,RL
11.47812,1.220818355,RL
9.355226751,1.935276229,RL
8.661602704,1.296778966,RL
-18.15707664,3.434911824,RL
-2.708557333,7.150152226,RL
-0.180829304,2.679779232,RL
2.428335606,1.183335205,RL
6.952827302,6.073178636,RL
4.698335522,1.03643941,RL
-8.476562488,4.257109243,RL
-15.53075155,3.243003896,RL
-10.77121058,1.99290487,RL
-9.646530161,1.901193282,RL
-8.451431696,0.998294883,RL
7.652559045,1.271828941,RL
8.894791794,2.282664476,RL
8.699867261,1.587896718,RL
8.987919784,1.935323601,RL
-9.025450252,-0.418729358,RL
9.786777237,2.972740058,RL
-13.47962732,2.213938406,RL
-12.0285688,1.903685366,RL
-12.96286493,3.949616297,RL
-1.10653447,2.236278575,RL
-15.79085277,3.108302363,RL
-15.5912432,3.215464648,RL
-5.858271871,4.732754743,RL
-10.55558119,1.20988048,RL
7.135460513,6.314780772,RL
-8.096746963,2.82756196,RL
-15.1297962,2.799731804,RL
6.556412821,3.229523694,RL
-7.462015797,3.46929192,RL
-3.525400133,-0.741263844,RL
6.84788045,3.666031582,RL
1.392228505,5.980370068,RL
11.26692396,4.557561074,RL
6.015656954,4.718756064,RL
11.79503714,4.844287426,RL
-13.48731777,5.902530653,RL
1.948233569,5.246383823,RL
-1.477690175,4.193704353,RL
7.109895705,4.83747106,RL
4.255520902,5.438092607,RL
9.644211365,7.89900739,RL
4.415071136,2.19279485,RL
0.673608339,1.66567017,RL
2.758659078,1.007221645,RL
-15.58015154,0.477580238,RL
5.158728978,2.574259001,RL
4.397298981,2.339820782,NA
1.892891415,3.483790495,NA
12.48848779,9.187901721,NA
6.645098067,4.804684162,NA
0.660758597,4.338075614,NA
0.441556402,4.231957217,NA
-11.09631667,3.989658245,NA
4.120260908,4.676434478,NA
5.750368712,4.309597582,NA
3.216064459,4.604013009,NA
4.788979611,4.571547716,NA
10.18206276,4.557979661,NA
6.936009822,4.660420047,NA
5.957478248,4.602142575,NA
7.883835536,4.517812573,NA
7.823346238,4.112978729,NA
3.722726491,4.630757809,NA
5.986610243,3.921568257,NA
5.533124406,3.852877156,NA
-9.47755209,3.357480134,NA
1.594410365,4.181638092,NA
0.051655038,3.587442852,NA
-10.99794913,3.416291755,NA
0.584072504,2.975843262,NA
-11.70811462,3.121162577,NA
7.886045294,3.464534608,NA
6.94929694,3.248976905,NA
7.695725303,3.229944176,NA
8.105367404,3.618168905,NA
3.221069124,3.805060358,NA
7.293810592,7.330545499,NA
0.45572073,2.568714836,NA
2.770786361,3.418904275,NA
7.803619148,3.597561432,NA
10.04643649,3.842999971,NA
7.640422556,3.190091629,NA
-9.815819859,4.121432275,NA
-7.172602446,2.633465719,NA
3.33393438,3.325041239,NA
4.08458192,3.805749873,NA
2.61425319,3.677670347,NA
5.686164017,3.775893318,NA
5.951611202,3.352085475,NA
6.5557537,3.930636522,NA
2.607096457,3.660128348,NA
2.899225249,3.297794197,NA
8.148285508,3.097882786,NA
7.321465186,8.214380518,NA
8.552415759,2.917293708,NA
8.441897674,3.502841024,NA
4.794116574,2.961362095,NA
-2.438817267,4.757790311,NA
7.390561204,7.568273982,NA
-8.389856379,3.699587534,NA
9.425918001,3.96841761,NA
7.084198879,9.050564486,NA
9.145350689,4.004736081,NA
2.575776946,6.31589962,NA
8.292270151,2.874694441,NA
4.550115751,3.692553428,NA
3.494902979,2.906369119,NA
8.43285117,3.266613468,NA
-2.006711883,3.890437137,NA
7.348600015,3.378969452,NA
6.794145173,3.120139557,NA
8.545904863,3.050967085,NA
8.4441497,3.102952131,NA
-7.435047074,2.891524812,NA
7.241226801,2.821478041,NA
4.06522673,2.848944923,NA
4.121900877,2.570047044,NA
-10.94524849,2.421804393,NA
7.515607343,5.168357291,NA
10.59668127,2.374236678,NA
3.550782901,3.013358945,NA
4.212877164,3.176374857,NA
1.55537184,2.983507568,NA
2.959477684,4.129138779,NA
-9.322996063,2.566318209,NA
5.639717923,2.780505599,NA
5.725021785,2.870505291,NA
4.341242095,3.118470714,NA
6.483063391,3.280010334,NA
3.201753703,3.144526676,NA
-0.261152305,2.63229416,NA
2.291981617,2.780128245,NA
-7.587641656,1.121111262,NA
4.800503043,3.552744277,NA
0.069451048,3.217973555,NA
2.749810121,3.408739691,NA
1.295924143,2.810022479,NA
1.826967003,2.27741386,NA
-5.383090911,2.220754615,NA
0.082870299,2.297565828,NA
-0.189267525,3.712932438,NA
1.85370039,2.785017509,NA
-8.351567885,5.711930846,NA
-4.013641853,3.743193631,NA
-1.513912979,3.785359887,NA
-7.217482051,3.13838842,NA
0.06781149,2.268178788,NA
-3.277514947,6.068747361,NA
-5.641812558,5.065872449,NA
3.899458176,1.218920607,NA
-4.688367377,1.876717126,NA
-6.948156636,1.309541069,NA
-7.372376852,4.637812277,NA
-3.036801276,4.80460678,JJ
-19.23799205,3.161952635,JJ
-9.08860548,2.117160871,JJ
-3.627391524,2.447837096,JJ
-2.036412616,2.424412436,JJ
-2.359969731,2.549840553,JJ
-1.892620713,2.185000006,JJ
-2.078295442,1.865339802,JJ
0.466096138,2.872701002,JJ
-18.43629389,4.073075139,JJ
-5.457639067,2.302344564,JJ
-0.848813887,2.031412017,JJ
-0.556868423,1.513935576,JJ
1.325544257,1.962452328,JJ
0.852790139,1.773217764,JJ
1.535118093,2.102667684,JJ
-6.571151906,-0.180681608,JJ
-4.578753645,5.167538169,JJ
-8.428087894,2.396081021,JJ
-0.01789492,2.661980254,JJ
0.898342961,2.676715437,JJ
-5.253905373,2.862918083,JJ
-0.802580052,3.716471265,JJ
-1.643098829,3.277756374,JJ
-11.43092226,2.976468247,JJ
-7.081061112,2.744742725,JJ
-10.25574169,2.810167436,JJ
-3.858572539,3.314767249,JJ
-4.946345084,3.123571455,JJ
-5.186724677,3.655140231,JJ
-3.497590628,3.33329308,JJ
-4.208999577,3.161637963,JJ
-4.844947417,3.449517425,JJ
-4.81707692,3.507640339,JJ
-4.126433166,3.305116947,JJ
-7.821175582,4.833066064,JJ
-7.441405597,2.783927584,JJ
-9.114438957,2.542898056,JJ
-2.241297496,3.021842281,JJ
-5.160858202,2.776216602,JJ
-3.468271624,2.379894667,JJ
-12.51074063,1.92567337,JJ
-2.88363477,1.583807772,JJ
7.255944824,9.222002569,JJ
-10.50520276,1.416169732,JJ
-9.874131346,0.871511841,JJ
-8.426796216,0.963216532,JJ
-9.763966991,1.263355742,JJ
-10.24066397,1.573278508,JJ
-3.460613561,1.586635241,JJ
-7.986002861,1.272855398,JJ
-5.924973686,1.780376736,JJ
-7.740496329,1.643005419,JJ
-12.25017547,2.392108448,JJ
-11.5329459,1.878571853,JJ
-10.24893833,1.558602058,JJ
-5.557294905,4.105392195,JJ
-4.744685856,2.037321916,JJ
-3.771681745,1.975113351,JJ
-4.838866061,2.140421239,JJ
6.942798145,8.438243319,JJ
-3.907006025,2.290453208,JJ
-3.202985156,2.057884404,JJ
-4.6542942,2.397967606,JJ
-2.755122259,1.631565966,JJ
-7.492296283,2.755833601,JJ
-7.915591053,1.401815159,JJ
-3.001075948,5.756284346,JJ
-9.646041817,1.956521935,JJ
4.806599972,7.0607082,JJ
1.07431718,2.931871918,JJ
-0.516604594,7.008550195,JJ
-2.391269383,2.710531202,JJ
-4.907161429,2.722315442,JJ
-4.872388942,2.588298766,JJ
-4.291037722,2.568184367,JJ
-1.725095109,1.264864324,JJ
-3.148715648,1.082827362,JJ
9.867710333,9.517179389,JJ
0.458653653,0.979119436,JJ
-2.28718316,2.658991955,JJ
-6.660910673,3.895728034,JJ
-3.340825454,3.264916326,JJ
0.104056752,1.471249416,JJ
-5.818522203,1.257912275,JJ
-6.28060509,1.059316724,JJ
-4.994693152,1.011906893,JJ
-6.165669104,0.465129352,JJ
-6.560907337,1.169315253,JJ
-3.28955468,4.312299181,JJ
-6.468375203,1.019060622,JJ
-5.02260217,0.80791723,JJ
-7.303250397,1.374413406,JJ
-7.397609259,1.795309012,JJ
-9.302460628,1.797197911,JJ
-8.710675226,1.572875591,JJ
0.824083421,2.658098213,JJ
3.805461456,1.714385837,JJ
0.65592103,1.80018822,JJ
4.057703281,1.012036653,JJ
10.08222849,9.634042253,JJ
1.3931696,2.473008602,JJ
3.322092359,2.592507385,JJ
-5.391713621,1.924129648,JJ
-2.993268499,2.570722127,JJ
-4.988047411,1.151682967,JJ
-7.204241036,1.734849978,JJ
-4.495575833,2.124201764,JJ
-0.568112884,2.002298273,JJ
-5.295780638,1.129610454,JJ
-4.348031978,1.612368096,JJ
-8.150125416,2.478907423,JJ
-6.654361169,2.115316992,JJ
-3.560043969,1.710609533,JJ
-6.591880152,1.771783271,JJ
-2.321638905,1.796161915,JJ
-5.952380678,3.556072544,JJ
-1.435101272,4.051667155,JJ
-5.168085332,6.127659637,JJ
-0.345041022,5.303417092,JJ
10.76989642,10.59161708,JJ
-1.736640222,2.736236102,JJ
-0.490113128,2.804970826,JJ
-0.606565541,1.12670334,JJ
-0.790359532,2.674854368,JJ
-2.501747125,2.374657621,JJ
4.663943266,3.985640598,JJ
-2.923053308,3.140432864,JJ
-4.190598346,3.844155867,JJ
-2.154344021,4.07407089,JJ
